file_name,match_type,data,teamA,teamB,who_played_first,who_played_second,neutral_venue,city,home_ground_of_team,venue,winner,winner_by_runs,winner_by_wickets,toss_winner,toss_winner_decided_to,umpire_1,umpire_2,player_of_match
2009-10-31_ODIIndAus.yaml,ODI,2009-10-31,India,Australia,Australia,India,no,Delhi,India,Feroz Shah Kotla,India,NA,6,Australia,bat,SS Hazare,AM Saheba,Yuvraj Singh
2009-11-02_ODIIndAus.yaml,ODI,2009-11-02,India,Australia,Australia,India,no,Chandigarh,India,Punjab Cricket Association Stadium- Mohali,Australia,24,NA,India,field,EAR de Silva,AM Saheba,SR Watson
2009-11-03_ODIBanZim.yaml,ODI,2009-11-03,Bangladesh,Zimbabwe,Zimbabwe,Bangladesh,no,Chittagong,Bangladesh,Zohur Ahmed Chowdhury Stadium,Bangladesh,NA,6,Zimbabwe,bat,Aleem Dar,Nadir Shah,Nazmul Hossain
2009-11-03_ODINewPak.yaml,ODI,2009-11-03,New Zealand,Pakistan,Pakistan,New Zealand,yes,Abu Dhabi,none,Sheikh Zayed Stadium,Pakistan,138,NA,Pakistan,bat,Asad Rauf,BNJ Oxenford,Shahid Afridi
2009-11-05_ODIBanZim.yaml,ODI,2009-11-05,Bangladesh,Zimbabwe,Zimbabwe,Bangladesh,no,Chittagong,Bangladesh,Zohur Ahmed Chowdhury Stadium,Bangladesh,NA,1,Bangladesh,field,Aleem Dar,Enamul Haque,Naeem Islam
2009-11-05_ODIIndAus.yaml,ODI,2009-11-05,India,Australia,Australia,India,no,Hyderabad,India,Rajiv Gandhi International Stadium- Uppal,Australia,3,NA,Australia,bat,EAR de Silva,SK Tarapore,SR Tendulkar
2009-11-06_ODINewPak.yaml,ODI,2009-11-06,New Zealand,Pakistan,New Zealand,Pakistan,yes,Abu Dhabi,none,Sheikh Zayed Stadium,New Zealand,64,NA,New Zealand,bat,BNJ Oxenford,Zameer Haider,BB McCullum
2009-11-08_ODIIndAus.yaml,ODI,2009-11-08,India,Australia,India,Australia,no,Guwahati,India,Nehru Stadium,Australia,NA,6,India,bat,EAR de Silva,SK Tarapore,DE Bollinger
2009-11-08_ODISouZim.yaml,ODI,2009-11-08,South Africa,Zimbabwe,South Africa,Zimbabwe,no,Benoni,South Africa,Willowmoore Park,South Africa,45,NA,Zimbabwe,field,HDPK Dharmasena,RE Koertzen,T Taibu
2009-11-09_ODINewPak.yaml,ODI,2009-11-09,New Zealand,Pakistan,New Zealand,Pakistan,yes,Abu Dhabi,none,Sheikh Zayed Stadium,New Zealand,7,NA,New Zealand,bat,Nadeem Ghauri,BNJ Oxenford,Mohammad Amir
2009-11-10_ODISouZim.yaml,ODI,2009-11-10,South Africa,Zimbabwe,South Africa,Zimbabwe,no,Centurion,South Africa,SuperSport Park,South Africa,212,NA,Zimbabwe,field,JD Cloete,HDPK Dharmasena,JP Duminy
2009-11-22_ODISouEng.yaml,ODI,2009-11-22,South Africa,England,South Africa,England,no,Centurion,South Africa,SuperSport Park,England,NA,7,England,field,BG Jerling,RJ Tucker,PD Collingwood
2009-11-27_ODISouEng.yaml,ODI,2009-11-27,South Africa,England,South Africa,England,no,Cape Town,South Africa,Newlands,South Africa,112,NA,South Africa,bat,M Erasmus,RJ Tucker,AB de Villiers
2009-11-29_ODISouEng.yaml,ODI,2009-11-29,South Africa,England,South Africa,England,no,Port Elizabeth,South Africa,St George's Park,England,NA,7,South Africa,bat,BG Jerling,RJ Tucker,JM Anderson
2009-12-15_ODIIndSri.yaml,ODI,2009-12-15,India,Sri Lanka,India,Sri Lanka,no,Rajkot,India,Madhavrao Scindia Cricket Ground,India,3,NA,Sri Lanka,field,M Erasmus,SK Tarapore,V Sehwag
2009-12-18_ODIIndSri.yaml,ODI,2009-12-18,India,Sri Lanka,India,Sri Lanka,no,Nagpur,India,Vidarbha Cricket Association Stadium- Jamtha,Sri Lanka,NA,3,India,bat,M Erasmus,SK Tarapore,TM Dilshan
2009-12-21_ODIIndSri.yaml,ODI,2009-12-21,India,Sri Lanka,Sri Lanka,India,no,Cuttack,India,Barabati Stadium,India,NA,7,Sri Lanka,bat,M Erasmus,SS Hazare,RA Jadeja
2009-12-24_ODIIndSri.yaml,ODI,2009-12-24,India,Sri Lanka,Sri Lanka,India,no,Kolkata,India,Eden Gardens,India,NA,7,Sri Lanka,bat,M Erasmus,SS Hazare,G Gambhir
2009-12-27_ODIIndSri.yaml,ODI,2009-12-27,India,Sri Lanka,Sri Lanka,India,no,Delhi,India,Feroz Shah Kotla,no result,NA,NA,India,field,M Erasmus,SK Tarapore,NA
2010-01-04_ODIBanSri.yaml,ODI,2010-01-04,Bangladesh,Sri Lanka,Bangladesh,Sri Lanka,no,Mirpur,Bangladesh,Shere Bangla National Stadium,Sri Lanka,NA,7,Sri Lanka,field,Enamul Haque,IJ Gould,TM Dilshan
2010-01-05_ODIIndSri.yaml,ODI,2010-01-05,India,Sri Lanka,India,Sri Lanka,yes,Mirpur,none,Shere Bangla National Stadium,Sri Lanka,NA,5,Sri Lanka,field,Nadir Shah,SJA Taufel,TT Samaraweera
2010-01-07_ODIBanInd.yaml,ODI,2010-01-07,Bangladesh,India,Bangladesh,India,no,Mirpur,Bangladesh,Shere Bangla National Stadium,India,NA,6,Bangladesh,bat,Enamul Haque,IJ Gould,MS Dhoni
2010-01-08_ODIBanSri.yaml,ODI,2010-01-08,Bangladesh,Sri Lanka,Bangladesh,Sri Lanka,no,Mirpur,Bangladesh,Shere Bangla National Stadium,Sri Lanka,NA,9,Sri Lanka,field,Sharfuddoula,SJA Taufel,WU Tharanga
2010-01-10_ODIIndSri.yaml,ODI,2010-01-10,India,Sri Lanka,Sri Lanka,India,yes,Mirpur,none,Shere Bangla National Stadium,India,NA,8,Sri Lanka,bat,Enamul Haque,IJ Gould,Z Khan
2010-01-11_ODIBanInd.yaml,ODI,2010-01-11,Bangladesh,India,Bangladesh,India,no,Mirpur,Bangladesh,Shere Bangla National Stadium,India,NA,6,India,field,Sharfuddoula,SJA Taufel,V Kohli
2010-01-13_ODIIndSri.yaml,ODI,2010-01-13,India,Sri Lanka,India,Sri Lanka,yes,Mirpur,none,Shere Bangla National Stadium,Sri Lanka,NA,4,Sri Lanka,field,Enamul Haque,IJ Gould,KMDN Kulasekara
2010-01-22_ODIAusPak.yaml,ODI,2010-01-22,Australia,Pakistan,Pakistan,Australia,no,Brisbane,Australia,Brisbane Cricket Ground- Woolloongabba,Australia,NA,5,Pakistan,bat,EAR de Silva,RJ Tucker,CL White
2010-01-24_ODIAusPak.yaml,ODI,2010-01-24,Australia,Pakistan,Australia,Pakistan,no,NA,Australia,Sydney Cricket Ground,Australia,140,NA,Pakistan,field,EAR de Silva,RJ Tucker,SR Watson
2010-01-26_ODIAusPak.yaml,ODI,2010-01-26,Australia,Pakistan,Australia,Pakistan,no,NA,Australia,Adelaide Oval,Australia,40,NA,Australia,bat,EAR de Silva,SJA Taufel,RJ Harris
2010-01-29_ODIAusPak.yaml,ODI,2010-01-29,Australia,Pakistan,Australia,Pakistan,no,Perth,Australia,Western Australia Cricket Association Ground,Australia,135,NA,Australia,bat,EAR de Silva,RJ Tucker,RJ Harris
2010-01-31_ODIAusPak.yaml,ODI,2010-01-31,Australia,Pakistan,Pakistan,Australia,no,Perth,Australia,Western Australia Cricket Association Ground,Australia,NA,2,Pakistan,bat,EAR de Silva,PR Reiffel,CJ McKay
2010-02-05_ODINewBan.yaml,ODI,2010-02-05,New Zealand,Bangladesh,New Zealand,Bangladesh,no,Napier,New Zealand,McLean Park,New Zealand,146,NA,New Zealand,bat,RA Kettleborough,EA Watkin,JDP Oram
2010-02-07_ODIAusWes.yaml,ODI,2010-02-07,Australia,West Indies,Australia,West Indies,no,NA,Australia,Melbourne Cricket Ground,Australia,113,NA,West Indies,field,BF Bowden,BNJ Oxenford,SR Watson
2010-02-08_ODINewBan.yaml,ODI,2010-02-08,New Zealand,Bangladesh,Bangladesh,New Zealand,no,Dunedin,New Zealand,University Oval,New Zealand,NA,5,New Zealand,field,AL Hill,RA Kettleborough,LRPL Taylor
2010-02-09_ODIAusWes.yaml,ODI,2010-02-09,Australia,West Indies,West Indies,Australia,no,NA,Australia,Adelaide Oval,Australia,NA,8,West Indies,bat,BF Bowden,BNJ Oxenford,DE Bollinger
2010-02-11_ODINewBan.yaml,ODI,2010-02-11,New Zealand,Bangladesh,Bangladesh,New Zealand,no,Christchurch,New Zealand,AMI Stadium,New Zealand,NA,3,New Zealand,field,GAV Baxter,RA Kettleborough,MJ Guptill
2010-02-12_ODIAusWes.yaml,ODI,2010-02-12,Australia,West Indies,Australia,West Indies,no,NA,Australia,Sydney Cricket Ground,no result,NA,NA,West Indies,field,BF Bowden,BNJ Oxenford,NA
2010-02-14_ODIAusWes.yaml,ODI,2010-02-14,Australia,West Indies,Australia,West Indies,no,Brisbane,Australia,Brisbane Cricket Ground- Woolloongabba,Australia,50,NA,West Indies,field,BF Bowden,PR Reiffel,RT Ponting
2010-02-19_ODIAusWes.yaml,ODI,2010-02-19,Australia,West Indies,Australia,West Indies,no,NA,Australia,Melbourne Cricket Ground,Australia,125,NA,Australia,bat,BF Bowden,BNJ Oxenford,JR Hopes
2010-02-21_ODIIndSou.yaml,ODI,2010-02-21,India,South Africa,India,South Africa,no,Jaipur,India,Sawai Mansingh Stadium,India,1,NA,South Africa,field,AM Saheba,SK Tarapore,RA Jadeja
2010-02-24_ODIIndSou.yaml,ODI,2010-02-24,India,South Africa,India,South Africa,no,Gwalior,India,Captain Roop Singh Stadium,India,153,NA,India,bat,IJ Gould,SK Tarapore,SR Tendulkar
2010-02-27_ODIIndSou.yaml,ODI,2010-02-27,India,South Africa,South Africa,India,no,Ahmedabad,India,Sardar Patel Stadium- Motera,South Africa,90,NA,South Africa,bat,IJ Gould,SS Hazare,AB de Villiers
2010-02-28_ODIBanEng.yaml,ODI,2010-02-28,Bangladesh,England,Bangladesh,England,no,Mirpur,Bangladesh,Shere Bangla National Stadium,England,NA,6,England,field,Nadir Shah,RJ Tucker,Tamim Iqbal
2010-03-02_ODIBanEng.yaml,ODI,2010-03-02,Bangladesh,England,Bangladesh,England,no,Mirpur,Bangladesh,Shere Bangla National Stadium,England,NA,2,England,field,Nadir Shah,RJ Tucker,EJG Morgan
2010-03-03_ODINewAus.yaml,ODI,2010-03-03,New Zealand,Australia,Australia,New Zealand,no,Napier,New Zealand,McLean Park,New Zealand,NA,2,Australia,bat,AL Hill,RE Koertzen,LRPL Taylor
2010-03-04_ODIWesZim.yaml,ODI,2010-03-04,West Indies,Zimbabwe,Zimbabwe,West Indies,no,Guyana,West Indies,Providence Stadium,Zimbabwe,2,NA,Zimbabwe,bat,CR Duncan,SJA Taufel,V Sibanda
2010-03-05_ODIBanEng.yaml,ODI,2010-03-05,Bangladesh,England,England,Bangladesh,no,Chittagong,Bangladesh,Zohur Ahmed Chowdhury Stadium,England,45,NA,Bangladesh,field,Enamul Haque,RJ Tucker,C Kieswetter
2010-03-06_ODINewAus.yaml,ODI,2010-03-06,New Zealand,Australia,Australia,New Zealand,no,Auckland,New Zealand,Eden Park,Australia,12,NA,Australia,bat,BF Bowden,RE Koertzen,DL Vettori
2010-03-06_ODIWesZim.yaml,ODI,2010-03-06,West Indies,Zimbabwe,Zimbabwe,West Indies,no,Guyana,West Indies,Providence Stadium,West Indies,NA,4,Zimbabwe,bat,CR Duncan,SJA Taufel,N Deonarine
2010-03-09_ODINewAus.yaml,ODI,2010-03-09,New Zealand,Australia,New Zealand,Australia,no,Hamilton,none,Seddon Park,Australia,NA,6,Australia,field,Asad Rauf,BF Bowden,BJ Haddin
2010-03-10_ODIWesZim.yaml,ODI,2010-03-10,West Indies,Zimbabwe,West Indies,Zimbabwe,no,St Vincent,West Indies,Arnos Vale Ground- Kingstown,West Indies,141,NA,Zimbabwe,field,NA Malcolm,SJA Taufel,DJG Sammy
2010-03-11_ODINewAus.yaml,ODI,2010-03-11,New Zealand,Australia,New Zealand,Australia,no,Auckland,New Zealand,Eden Park,Australia,NA,6,Australia,field,Asad Rauf,GAV Baxter,CL White
2010-03-12_ODIWesZim.yaml,ODI,2010-03-12,West Indies,Zimbabwe,Zimbabwe,West Indies,no,St Vincent,West Indies,Arnos Vale Ground- Kingstown,West Indies,NA,4,West Indies,field,NA Malcolm,SJA Taufel,DJ Bravo
2010-03-13_ODINewAus.yaml,ODI,2010-03-13,New Zealand,Australia,New Zealand,Australia,no,Wellington,New Zealand,Westpac Stadium,New Zealand,51,NA,Australia,field,Asad Rauf,GAV Baxter,TG Southee
2010-03-14_ODIWesZim.yaml,ODI,2010-03-14,West Indies,Zimbabwe,Zimbabwe,West Indies,no,St Vincent,West Indies,Arnos Vale Ground- Kingstown,West Indies,NA,4,West Indies,field,NA Malcolm,SJA Taufel,CH Gayle
2010-05-22_ODIWesSou.yaml,ODI,2010-05-22,West Indies,South Africa,South Africa,West Indies,no,Antigua,West Indies,Sir Vivian Richards Stadium- North Sound,South Africa,66,NA,West Indies,field,DJ Harper,NA Malcolm,HM Amla
2010-05-24_ODIWesSou.yaml,ODI,2010-05-24,West Indies,South Africa,South Africa,West Indies,no,Antigua,West Indies,Sir Vivian Richards Stadium- North Sound,South Africa,17,NA,South Africa,bat,CR Duncan,DJ Harper,HM Amla
2010-05-28_ODIWesSou.yaml,ODI,2010-05-28,West Indies,South Africa,South Africa,West Indies,no,Dominica,West Indies,Windsor Park- Roseau,South Africa,67,NA,South Africa,bat,BR Doctrove,DJ Harper,AB de Villiers
2010-05-28_ODIZimInd.yaml,ODI,2010-05-28,Zimbabwe,India,India,Zimbabwe,no,Bulawayo,Zimbabwe,Queens Sports Club,Zimbabwe,NA,6,India,bat,BG Jerling,RB Tiffin,BRM Taylor
2010-05-30_ODIIndSri.yaml,ODI,2010-05-30,India,Sri Lanka,Sri Lanka,India,yes,Bulawayo,none,Queens Sports Club,India,NA,7,India,field,BG Jerling,RB Tiffin,RG Sharma
2010-05-30_ODIWesSou.yaml,ODI,2010-05-30,West Indies,South Africa,West Indies,South Africa,no,Dominica,West Indies,Windsor Park- Roseau,South Africa,NA,7,West Indies,bat,BR Doctrove,DJ Harper,HM Amla
2010-06-01_ODIZimSri.yaml,ODI,2010-06-01,Zimbabwe,Sri Lanka,Zimbabwe,Sri Lanka,no,Bulawayo,Zimbabwe,Queens Sports Club,Sri Lanka,NA,9,Sri Lanka,field,O Chirombe,RE Koertzen,S Randiv
2010-06-03_ODIWesSou.yaml,ODI,2010-06-03,West Indies,South Africa,West Indies,South Africa,no,Trinidad,West Indies,Queen's Park Oval- Port of Spain,South Africa,NA,1,West Indies,bat,DJ Harper,NA Malcolm,JH Kallis
2010-06-03_ODIZimInd.yaml,ODI,2010-06-03,Zimbabwe,India,India,Zimbabwe,no,NA,Zimbabwe,Harare Sports Club,Zimbabwe,NA,7,Zimbabwe,field,O Chirombe,RE Koertzen,BRM Taylor
2010-06-05_ODIIndSri.yaml,ODI,2010-06-05,India,Sri Lanka,India,Sri Lanka,yes,NA,none,Harare Sports Club,Sri Lanka,NA,6,Sri Lanka,field,RE Koertzen,RB Tiffin,LD Chandimal
2010-06-07_ODIZimSri.yaml,ODI,2010-06-07,Zimbabwe,Sri Lanka,Sri Lanka,Zimbabwe,no,NA,Zimbabwe,Harare Sports Club,Zimbabwe,NA,8,Zimbabwe,field,RE Koertzen,RB Tiffin,BRM Taylor
2010-06-09_ODIZimSri.yaml,ODI,2010-06-09,Zimbabwe,Sri Lanka,Zimbabwe,Sri Lanka,no,NA,Zimbabwe,Harare Sports Club,Sri Lanka,NA,9,Sri Lanka,field,RE Koertzen,RB Tiffin,TM Dilshan
2010-06-15_ODISriPak.yaml,ODI,2010-06-15,Sri Lanka,Pakistan,Sri Lanka,Pakistan,no,NA,Sri Lanka,Rangiri Dambulla International Stadium,Sri Lanka,16,NA,Sri Lanka,bat,BF Bowden,BR Doctrove,Shahid Afridi
2010-06-16_ODIBanInd.yaml,ODI,2010-06-16,Bangladesh,India,Bangladesh,India,yes,NA,none,Rangiri Dambulla International Stadium,India,NA,6,Bangladesh,bat,BR Doctrove,BNJ Oxenford,G Gambhir
2010-06-17_ODIIreAus.yaml,ODI,2010-06-17,Ireland,Australia,Australia,Ireland,no,Dublin,Ireland,Clontarf Cricket Club Ground,Australia,39,NA,Australia,bat,RA Kettleborough,NJ Llong,JR Hopes
2010-06-18_ODISriBan.yaml,ODI,2010-06-18,Sri Lanka,Bangladesh,Sri Lanka,Bangladesh,no,NA,Sri Lanka,Rangiri Dambulla International Stadium,Sri Lanka,126,NA,Sri Lanka,bat,BF Bowden,BNJ Oxenford,TM Dilshan
2010-06-19_ODIIndPak.yaml,ODI,2010-06-19,India,Pakistan,Pakistan,India,yes,NA,none,Rangiri Dambulla International Stadium,India,NA,3,Pakistan,bat,BF Bowden,BR Doctrove,G Gambhir
2010-06-21_ODIBanPak.yaml,ODI,2010-06-21,Bangladesh,Pakistan,Pakistan,Bangladesh,yes,NA,none,Rangiri Dambulla International Stadium,Pakistan,139,NA,Pakistan,bat,BR Doctrove,BNJ Oxenford,Shahid Afridi
2010-06-22_ODIEngAus.yaml,ODI,2010-06-22,England,Australia,Australia,England,no,Southampton,England,The Rose Bowl,England,NA,4,Australia,bat,Aleem Dar,IJ Gould,EJG Morgan
2010-06-22_ODISriInd.yaml,ODI,2010-06-22,Sri Lanka,India,India,Sri Lanka,no,NA,Sri Lanka,Rangiri Dambulla International Stadium,Sri Lanka,NA,7,Sri Lanka,field,BF Bowden,BNJ Oxenford,MF Maharoof
2010-06-24_ODIEngAus.yaml,ODI,2010-06-24,England,Australia,Australia,England,no,Cardiff,England,Sophia Gardens,England,NA,4,Australia,bat,Aleem Dar,NJ Llong,SCJ Broad
2010-06-24_ODISriInd.yaml,ODI,2010-06-24,Sri Lanka,India,India,Sri Lanka,no,NA,Sri Lanka,Rangiri Dambulla International Stadium,India,81,NA,India,bat,BF Bowden,BR Doctrove,KD Karthik
2010-06-27_ODIEngAus.yaml,ODI,2010-06-27,England,Australia,Australia,England,no,Manchester,England,Old Trafford,England,NA,1,England,field,Aleem Dar,IJ Gould,GP Swann
2010-06-30_ODIEngAus.yaml,ODI,2010-06-30,England,Australia,Australia,England,no,London,England,Kennington Oval,Australia,78,NA,England,field,Aleem Dar,RA Kettleborough,RJ Harris
2010-07-03_ODIEngAus.yaml,ODI,2010-07-03,England,Australia,Australia,England,no,London,England,Lord's,Australia,42,NA,Australia,bat,Aleem Dar,NJ Llong,SW Tait
2010-07-07_ODICanIre.yaml,ODI,2010-07-07,Canada,Ireland,Canada,Ireland,yes,Amstelveen,none,VRA Ground,Ireland,NA,5,Canada,bat,NA Malcolm,IN Ramage,KJ O'Brien
2010-07-08_ODIEngBan.yaml,ODI,2010-07-08,England,Bangladesh,Bangladesh,England,no,Nottingham,England,Trent Bridge,England,NA,6,Bangladesh,bat,Asad Rauf,NJ Llong,IR Bell
2010-07-10_ODIEngBan.yaml,ODI,2010-07-10,England,Bangladesh,Bangladesh,England,no,Bristol,England,County Ground,Bangladesh,5,NA,England,field,Asad Rauf,RK Illingworth,Mashrafe Mortaza
2010-07-12_ODIEngBan.yaml,ODI,2010-07-12,England,Bangladesh,England,Bangladesh,no,Birmingham,England,Edgbaston,England,144,NA,Bangladesh,field,Asad Rauf,RA Kettleborough,AJ Strauss
2010-07-16_ODIIreBan.yaml,ODI,2010-07-16,Ireland,Bangladesh,Ireland,Bangladesh,no,Belfast,Ireland,Civil Service Cricket Club- Stormont,Bangladesh,NA,6,Ireland,bat,HDPK Dharmasena,NA Malcolm,Shafiul Islam
2010-08-10_ODIIndNew.yaml,ODI,2010-08-10,India,New Zealand,New Zealand,India,yes,NA,none,Rangiri Dambulla International Stadium,New Zealand,200,NA,New Zealand,bat,REJ Martinesz,SJA Taufel,LRPL Taylor
2010-08-13_ODISriNew.yaml,ODI,2010-08-13,Sri Lanka,New Zealand,New Zealand,Sri Lanka,no,NA,Sri Lanka,Rangiri Dambulla International Stadium,Sri Lanka,NA,3,New Zealand,bat,HDPK Dharmasena,SJA Taufel,WU Tharanga
2010-08-16_ODIScoAfg.yaml,ODI,2010-08-16,Scotland,Afghanistan,Scotland,Afghanistan,no,Ayr,Scotland,Cambusdoon New Ground,Afghanistan,NA,9,Scotland,bat,EAR de Silva,IN Ramage,NA
2010-08-16_ODISriInd.yaml,ODI,2010-08-16,Sri Lanka,India,Sri Lanka,India,no,NA,Sri Lanka,Rangiri Dambulla International Stadium,India,NA,6,Sri Lanka,bat,Asad Rauf,REJ Martinesz,V Sehwag
2010-08-17_ODIScoAfg.yaml,ODI,2010-08-17,Scotland,Afghanistan,Afghanistan,Scotland,no,Ayr,Scotland,Cambusdoon New Ground,Scotland,NA,6,Afghanistan,bat,EAR de Silva,IN Ramage,NA
2010-08-18_ODIIreNet.yaml,ODI,2010-08-18,Ireland,Netherlands,Netherlands,Ireland,no,Dublin,Ireland,Clontarf Cricket Club Ground,Ireland,NA,9,Netherlands,bat,NG Bagh,JD Cloete,NA
2010-08-19_ODISriNew.yaml,ODI,2010-08-19,Sri Lanka,New Zealand,Sri Lanka,New Zealand,no,NA,Sri Lanka,Rangiri Dambulla International Stadium,no result,NA,NA,New Zealand,field,Asad Rauf,TH Wijewardene,NA
2010-08-22_ODISriInd.yaml,ODI,2010-08-22,Sri Lanka,India,India,Sri Lanka,no,NA,Sri Lanka,Rangiri Dambulla International Stadium,Sri Lanka,NA,8,India,bat,Asad Rauf,HDPK Dharmasena,NLTC Perera
2010-08-25_ODIIndNew.yaml,ODI,2010-08-25,India,New Zealand,India,New Zealand,yes,NA,none,Rangiri Dambulla International Stadium,India,105,NA,India,bat,Asad Rauf,EAR de Silva,V Sehwag
2010-08-28_ODISriInd.yaml,ODI,2010-08-28,Sri Lanka,India,Sri Lanka,India,no,NA,Sri Lanka,Rangiri Dambulla International Stadium,Sri Lanka,74,NA,Sri Lanka,bat,Asad Rauf,EAR de Silva,TM Dilshan
2010-09-06_ODICanIre.yaml,ODI,2010-09-06,Canada,Ireland,Ireland,Canada,no,Skating and Curling Club,Canada,Toronto Cricket,Canada,4,NA,Ireland,bat,K Bayney,CB Gaffaney,R Gunasekera
2010-09-10_ODIEngPak.yaml,ODI,2010-09-10,England,Pakistan,England,Pakistan,no,Chester-le-Street,England,Riverside Ground,England,24,NA,Pakistan,field,BR Doctrove,IJ Gould,SM Davies
2010-09-12_ODIEngPak.yaml,ODI,2010-09-12,England,Pakistan,Pakistan,England,no,Leeds,England,Headingley,England,NA,4,Pakistan,bat,BR Doctrove,NJ Llong,AJ Strauss
2010-09-17_ODIEngPak.yaml,ODI,2010-09-17,England,Pakistan,Pakistan,England,no,London,England,Kennington Oval,Pakistan,23,NA,Pakistan,bat,BR Doctrove,RK Illingworth,Umar Gul
2010-09-20_ODIEngPak.yaml,ODI,2010-09-20,England,Pakistan,Pakistan,England,no,London,England,Lord's,Pakistan,38,NA,Pakistan,bat,BR Doctrove,RA Kettleborough,Abdul Razzaq
2010-09-22_ODIEngPak.yaml,ODI,2010-09-22,England,Pakistan,England,Pakistan,no,Southampton,England,The Rose Bowl,England,121,NA,England,bat,BR Doctrove,IJ Gould,EJG Morgan
2010-10-05_ODIBanNew.yaml,ODI,2010-10-05,Bangladesh,New Zealand,Bangladesh,New Zealand,no,Mirpur,Bangladesh,Shere Bangla National Stadium,Bangladesh,9,NA,Bangladesh,bat,Enamul Haque,SK Tarapore,Shakib Al Hasan
2010-10-11_ODIBanNew.yaml,ODI,2010-10-11,Bangladesh,New Zealand,New Zealand,Bangladesh,no,Mirpur,Bangladesh,Shere Bangla National Stadium,Bangladesh,NA,7,Bangladesh,field,Aleem Dar,Nadir Shah,Suhrawadi Shuvo
2010-10-14_ODIBanNew.yaml,ODI,2010-10-14,Bangladesh,New Zealand,Bangladesh,New Zealand,no,Mirpur,Bangladesh,Shere Bangla National Stadium,Bangladesh,9,NA,New Zealand,field,Aleem Dar,Sharfuddoula,Shakib Al Hasan
2010-10-15_ODISouZim.yaml,ODI,2010-10-15,South Africa,Zimbabwe,South Africa,Zimbabwe,no,Bloemfontein,South Africa,OUTsurance Oval,South Africa,64,NA,South Africa,bat,Enamul Haque,M Erasmus,CA Ingram
2010-10-17_ODIBanNew.yaml,ODI,2010-10-17,Bangladesh,New Zealand,Bangladesh,New Zealand,no,Mirpur,Bangladesh,Shere Bangla National Stadium,Bangladesh,3,NA,Bangladesh,bat,Aleem Dar,Nadir Shah,Rubel Hossain
2010-10-17_ODISouZim.yaml,ODI,2010-10-17,South Africa,Zimbabwe,Zimbabwe,South Africa,no,Potchefstroom,South Africa,Senwes Park,South Africa,NA,8,Zimbabwe,bat,Enamul Haque,BG Jerling,J Theron
2010-10-20_ODIIndAus.yaml,ODI,2010-10-20,India,Australia,Australia,India,no,Visakhapatnam,India,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,India,NA,5,India,field,BF Bowden,SK Tarapore,V Kohli
2010-10-22_ODISouZim.yaml,ODI,2010-10-22,South Africa,Zimbabwe,South Africa,Zimbabwe,no,Benoni,South Africa,Willowmoore Park,South Africa,272,NA,South Africa,bat,JD Cloete,Enamul Haque,JP Duminy
2010-10-29_ODIPakSou.yaml,ODI,2010-10-29,Pakistan,South Africa,Pakistan,South Africa,yes,Abu Dhabi,none,Sheikh Zayed Stadium,South Africa,NA,8,Pakistan,bat,Asad Rauf,RJ Tucker,LL Tsotsobe
2010-10-31_ODIPakSou.yaml,ODI,2010-10-31,Pakistan,South Africa,South Africa,Pakistan,yes,Abu Dhabi,none,Sheikh Zayed Stadium,Pakistan,NA,1,South Africa,bat,Aleem Dar,RJ Tucker,Abdul Razzaq
2010-11-02_ODIPakSou.yaml,ODI,2010-11-02,Pakistan,South Africa,South Africa,Pakistan,yes,NA,none,Dubai International Cricket Stadium,South Africa,2,NA,Pakistan,field,Aleem Dar,RJ Tucker,HM Amla
2010-11-03_ODIAusSri.yaml,ODI,2010-11-03,Australia,Sri Lanka,Australia,Sri Lanka,no,NA,Australia,Melbourne Cricket Ground,Sri Lanka,NA,1,Australia,bat,M Erasmus,PR Reiffel,AD Mathews
2010-11-05_ODIAusSri.yaml,ODI,2010-11-05,Australia,Sri Lanka,Sri Lanka,Australia,no,NA,Australia,Sydney Cricket Ground,Sri Lanka,29,NA,Sri Lanka,bat,M Erasmus,BNJ Oxenford,WU Tharanga
2010-11-05_ODIPakSou.yaml,ODI,2010-11-05,Pakistan,South Africa,South Africa,Pakistan,yes,NA,none,Dubai International Cricket Stadium,Pakistan,NA,1,South Africa,bat,DJ Harper,Zameer Haider,Younis Khan
2010-11-07_ODIAusSri.yaml,ODI,2010-11-07,Australia,Sri Lanka,Sri Lanka,Australia,no,Brisbane,Australia,Brisbane Cricket Ground- Woolloongabba,Australia,NA,8,Sri Lanka,bat,M Erasmus,PR Reiffel,CJ McKay
2010-11-08_ODIPakSou.yaml,ODI,2010-11-08,Pakistan,South Africa,South Africa,Pakistan,yes,NA,none,Dubai International Cricket Stadium,South Africa,57,NA,South Africa,bat,DJ Harper,Nadeem Ghauri,JH Kallis
2010-11-28_ODIIndNew.yaml,ODI,2010-11-28,India,New Zealand,India,New Zealand,no,Guwahati,India,Nehru Stadium,India,40,NA,New Zealand,field,NJ Llong,SK Tarapore,V Kohli
2010-12-01_ODIBanZim.yaml,ODI,2010-12-01,Bangladesh,Zimbabwe,Zimbabwe,Bangladesh,no,Mirpur,Bangladesh,Shere Bangla National Stadium,Zimbabwe,9,NA,Bangladesh,field,EAR de Silva,Enamul Haque,CB Mpofu
